chapterid;course;year;part;title;parttitle
1;algebra;2003;1;Deel 1 : Lineaire algebra en matrixrekenen;Deel 1 : Lineaire algebra en matrixrekenen
2;algebra;2003;0;Vectorrruimten en lineaire afbeeldingen ;Deel 1 : Lineaire algebra en matrixrekenen
3;algebra;2003;0;Matrixrekenen, stelsels van lin. verg. en determinanten;Deel 1 : Lineaire algebra en matrixrekenen
4;algebra;2003;0;Eigenwaarden en eigenvectoren, trillingen van systemen;Deel 1 : Lineaire algebra en matrixrekenen
5;algebra;2003;0;Kwadratische vormen en Euclidische vectorruimten;Deel 1 : Lineaire algebra en matrixrekenen
6;algebra;2003;0;Normen, afstand scalair product;Deel 1 : Lineaire algebra en matrixrekenen
7;algebra;2003;0;Kleinste kwadraten oplossing en Gram-Schmidt orthogonalisatie;Deel 1 : Lineaire algebra en matrixrekenen
8;algebra;2003;0;Singuliere waarden ontbinding;Deel 1 : Lineaire algebra en matrixrekenen
9;algebra;2003;1;Deel 2 : Discrete tijdsystemen;Deel 2 : Discrete tijdsystemen
10;algebra;2003;0;Tijdsdomeinanalyse van discrete-tijdsystemen;Deel 2 : Discrete tijdsystemen
11;algebra;2003;0;Frequentiedomeinanalyse van discrete-tijdsystemen;Deel 2 : Discrete tijdsystemen
12;algebra;2003;0;Toestandsbeschrijving in tijd -en frequentiedomein;Deel 2 : Discrete tijdsystemen
13;algebra;2003;0;Rekenen met blokdiagrammen, Simulink voorbeelden;Deel 2 : Discrete tijdsystemen
14;algebra;2003;1;Varia;Varia
15;algebra;2003;0;Vragen over de oefeningen van deel 1;Varia
16;algebra;2003;0;Vragen over de oefeningen van deel 2;Varia
17;algebra;2003;0;Examenvragen;Varia
18;algebra;2003;0;Algemene vragen;Varia
1;analyse;2003;0;Hoofdstuk 1 : Getallen, functies en rijen;
2;analyse;2003;0;Hoofdstuk 2 : Limieten en continu&iuml;
3;analyse;2003;0;Hoofdstuk 3 : Differentieerbaarheid van functies van &eacute;
4;analyse;2003;0;Hoofdstuk 4 : Differentieerbaarheid van functies van meer veranderlijken;
5;analyse;2003;0;Hoofdstuk 5 : Integratietheorie en integratiemethodes;
6;analyse;2003;0;Hoofdstuk 6 : Differentiaalvergelijkingen;
7;analyse;2003;0;Hoofdstuk 7 : Oneigenlijke integralen;
8;analyse;2003;0;Hoofdstuk 8 : Laplacetransformatie en convolutie;
9;analyse;2003;0;Hoofdstuk 9 : Integralen over krommen en oppervlakken;
10;analyse;2003;0;Hoofdstuk 10 : Lijnintegralen en oppervlakintegralen;
11;analyse;2003;0;Hoofdstuk 11 : Reeksen;
12;analyse;2003;0;Hoofdstuk 12 : Extremaalproblemen bij functies van meer veranderlijken;
13;analyse;2003;0;Hoofdstuk 13 : Stelsels differentiaalvergelijkingen;
14;analyse;2003;0;Oefeningen;
15;analyse;2003;0;Maple;
16;analyse;2003;0;Allerlei;
1;analyse2;2003;0;Hoofdstuk 1 : Lineaire differentiaalvergelijkingen;
2;analyse2;2003;0;Hoofdstuk 2 : De Laplacetransformatie;
3;analyse2;2003;0;Hoofdstuk 3 : Stelsels lineaire eerste orde differentiaalvergelijkingen;
4;analyse2;2003;0;Hoofdstuk 4 : Oplossing door reeksontwikkeling;
5;analyse2;2003;0;Hoofdstuk 5 : Niet-lineaire differentiaalvergelijkingen van eerste orde;
6;analyse2;2003;0;Hoofdstuk 6 : Beginselen van de variatierekening;
7;analyse2;2003;0;Hoofdstuk 7 : Fourier- en Fourier-Besselreeksen;
8;analyse2;2003;0;Hoofdstuk 8 : De Fouriertransformatie;
9;analyse2;2003;0;Hoofdstuk 9 : Sturm-Liouville problemen;
10;analyse2;2003;0;Hoofdstuk 10 : Tweede orde parti&euml;
11;analyse2;2003;0;Hoofdstuk 11 : Stabiliteit en bifurcatie bij autonome stelsels;
12;analyse2;2003;0;Hoofdstukken 12-17 : Complexe functieleer;
13;analyse2;2003;0;Oefeningen;
14;analyse2;2003;0;Maple;
15;analyse2;2003;0;Allerlei;
1;hwis;2003;1;LINEAIRE ALGEBRA;LINEAIRE ALGEBRA
2;hwis;2003;0;1 Vectorruimten;LINEAIRE ALGEBRA
3;hwis;2003;0;2 Matrixrekening;LINEAIRE ALGEBRA
4;hwis;2003;0;3 Het oplossen van stelsels;LINEAIRE ALGEBRA
5;hwis;2003;0;4 Eigenwaardeproblemen;LINEAIRE ALGEBRA
6;hwis;2003;0;5 Euclidische vectorruimte;LINEAIRE ALGEBRA
7;hwis;2003;0;6 Kwadratische vormen;LINEAIRE ALGEBRA
8;hwis;2003;0;7 Kleinste-kwadraten-problemen;LINEAIRE ALGEBRA
9;hwis;2003;1;WISKUNDIGE ANALYSE: Limieten, continuiteit, afgeleiden;WISKUNDIGE ANALYSE: Limieten, continuiteit, afgeleiden
10;hwis;2003;0;1 Functies;WISKUNDIGE ANALYSE: Limieten, continuiteit, afgeleiden
11;hwis;2003;0;2 Limieten en continuiteit;WISKUNDIGE ANALYSE: Limieten, continuiteit, afgeleiden
12;hwis;2003;0;3 Differentiaalrekening;WISKUNDIGE ANALYSE: Limieten, continuiteit, afgeleiden
13;hwis;2003;0;4 Optimisatie;WISKUNDIGE ANALYSE: Limieten, continuiteit, afgeleiden
14;hwis;2003;1;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen
15;hwis;2003;0;1 Integraalrekening;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen
16;hwis;2003;0;2 Enkele belangrijke transcendente functies;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen
17;hwis;2003;0;3 Rijen en reeksen;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen
18;hwis;2003;0;4 Lineaire differentiaalvergelijkingen;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen
19;hwis;2003;0;5 Stelsels differentiaalvergelijkingen;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen
1;hwis2;2003;0;Hoofdstuk 1 : Lineaire differentiaalvergelijkingen;
2;hwis2;2003;0;Hoofdstuk 2 : Niet-lineaire differentiaalvergelijkingen van eerste orde;
3;hwis2;2003;0;Hoofdstuk 3 : Numerieke oplossing van gewone differentiaalvergelijkingen;
4;hwis2;2003;0;Hoofdstuk 4 : Fourier- en Fourier-Besselreeksen;
5;hwis2;2003;0;Hoofdstuk 5 : Sturm-Liouville problemen ;
6;hwis2;2003;0;Hoofdstuk 6 : Tweede orde partie&euml;
7;hwis2;2003;0;Hoofdstuk 7 : Numerieke oplossing van partie&euml;
8;hwis2;2003;0;Hoofdstuk 8 : Inleiding tot de statistiek;
9;hwis2;2003;0;Oefeningen;
10;hwis2;2003;0;Maple;
11;hwis2;2003;0;Allerlei;
1;materiaalk;2003;0;De geschiedenis van de fiets;
2;materiaalk;2003;0;Wielen en spaken: corrosieweerstand;
3;materiaalk;2003;0;Mechanisch gedrag van spaken;
4;materiaalk;2003;0;Microstructuur en kristalstructuur van roestvaste spaken;
5;materiaalk;2003;0;Dislocaties en vervormingsversteviging van roestvaste spaken;
6;materiaalk;2003;0;Uitgloeien van koudvervormde spaken;
7;materiaalk;2003;0;Koolstofstaalspaken: plastische vervorming en vermoeiingsweerstand;
8;materiaalk;2003;0;Legeringen voor solderen en brazeren: fasediagramma's;
9;materiaalk;2003;0;Fasediagramma's voor spaken in koolstofstaal;
10;materiaalk;2003;0;De ketting en de lagers: wrijvingsweerstand en sleet;
11;materiaalk;2003;0;Wielvelgen: precipitatiegeharde aluminiumlegeringen;
12;materiaalk;2003;0;Het fietskader;
13;materiaalk;2003;0;Polymeren: banden;
14;materiaalk;2003;0;Composietmaterialen: banden, kaders, wielen;
15;materiaalk;2003;0;De Walkman: magnetische opname en weergave;
16;materiaalk;2003;0;Elektronische materialen in de Walkman;
1;mech;2003;0;Vectorrekenen;
2;mech;2003;0;Kinematica;
3;mech;2003;0;Wet van Newton;
4;mech;2003;0;Behoud van Impuls;
5;mech;2003;0;Behoud van Energie;
6;mech;2003;0;Beweging van Voorwerpen;
7;mech;2003;0;Statica;
8;mech;2003;0;Virtuele arbeid;
9;mech;2003;0;Varia;
1;nat;2003;0;Elektrostatica;
2;nat;2003;0;Di?lektrica;
3;nat;2003;0;Elektrostatische veldberekeningen;
4;nat;2003;0;Elektrische stroom e, magnetische velden;
5;nat;2003;0;Magnetische materialen;
6;nat;2003;0;Elektromagnetische inductie en magnetische energie;
7;nat;2003;0;Wisselstromen en tijdsafhankelijke stromen;
8;nat;2003;0;Elektrische en magnetische netwerken;
9;nat;2003;0;De wetten van Maxwell;
10;nat;2003;0;Elektromagnetische golven;
1;numwis-bur;2003;1;Deel I : Directe Methodes;Deel I : Directe Methodes
2;numwis-bur;2003;0;Hoofdstuk I : Inleiding;Deel I : Directe Methodes
3;numwis-bur;2003;0;Hoofdstuk II : Foutenanalyse;Deel I : Directe Methodes
4;numwis-bur;2003;0;Hoofdstuk III : Stelsels lineaire vergelijkingen;Deel I : Directe Methodes
5;numwis-bur;2003;0;Hoofdstuk IV : Veelterminterpolatie;Deel I : Directe Methodes
6;numwis-bur;2003;0;Hoofdstuk V : Numerieke differentiatie;Deel I : Directe Methodes
7;numwis-bur;2003;0;Hoofdstuk VI : Numerieke integratie;Deel I : Directe Methodes
8;numwis-bur;2003;0;Hoofdstuk VII : Differentiaalvergelijkingen;Deel I : Directe Methodes
9;numwis-bur;2003;1;Deel II : Iteratieve Methodes;Deel II : Iteratieve Methodes
10;numwis-bur;2003;0;Hoofdstuk I : Inleiding;Deel II : Iteratieve Methodes
11;numwis-bur;2003;0;Hoofdstuk II : Het oplossen van niet-lineaire vergelijkingen;Deel II : Iteratieve Methodes
12;numwis-bur;2003;0;Hoofdstuk III : Stelsels niet-lineaire vergelijkingen;Deel II : Iteratieve Methodes
13;numwis-bur;2003;0;Hoofdstuk IV : Het iteratief oplossen van stelsels lineaire vergelijkingen;Deel II : Iteratieve Methodes
14;numwis-bur;2003;0;Hoofdstuk V : Veeltermvergelijkingen;Deel II : Iteratieve Methodes
15;numwis-bur;2003;0;Hoofdstuk VI : Het berekenen van eigenwaarden;Deel II : Iteratieve Methodes
16;numwis-bur;2003;0;Hoofdstuk VII : Optimisatie van een functie in &eacute;Deel II : Iteratieve Methodes
17;numwis-bur;2003;0;Hoofdstuk VIII : Optimisatie in meerdere veranderlijken;Deel II : Iteratieve Methodes
18;numwis-bur;2003;0;Vragen over de oefeningen;Deel II : Iteratieve Methodes
1;numwis-ind;2003;1;Deel I : Directe Methodes;Deel I : Directe Methodes
2;numwis-ind;2003;0;Hoofdstuk I : Inleiding;Deel I : Directe Methodes
3;numwis-ind;2003;0;Hoofdstuk II : Foutenanalyse;Deel I : Directe Methodes
4;numwis-ind;2003;0;Hoofdstuk III : Stelsels lineaire vergelijkingen;Deel I : Directe Methodes
5;numwis-ind;2003;0;Hoofdstuk IV : Veelterminterpolatie;Deel I : Directe Methodes
6;numwis-ind;2003;0;Hoofdstuk V : Numerieke differentiatie;Deel I : Directe Methodes
7;numwis-ind;2003;0;Hoofdstuk VI : Numerieke integratie;Deel I : Directe Methodes
8;numwis-ind;2003;1;Deel II : Iteratieve Methodes;Deel II : Iteratieve Methodes
9;numwis-ind;2003;0;Hoofdstuk I : Inleiding;Deel II : Iteratieve Methodes
10;numwis-ind;2003;0;Hoofdstuk II : Het oplossen van niet-lineaire vergelijkingen;Deel II : Iteratieve Methodes
11;numwis-ind;2003;0;Hoofdstuk III : Stelsels niet-lineaire vergelijkingen;Deel II : Iteratieve Methodes
12;numwis-ind;2003;0;Hoofdstuk IV : Het iteratief oplossen van stelsels niet-lineaire vergelijkingen;Deel II : Iteratieve Methodes
13;numwis-ind;2003;0;Hoofdstuk V : Veeltermvergelijkingen;Deel II : Iteratieve Methodes
14;numwis-ind;2003;0;Hoofdstuk VI : Het berekenen van eigenwaarden;Deel II : Iteratieve Methodes
15;numwis-ind;2003;1;Oefeningen;Oefeningen
16;numwis-ind;2003;0;Vragen over de oefeningen;Oefeningen
1;numwis-wet;2003;1;Deel I : Directe Methodes;Deel I : Directe Methodes
2;numwis-wet;2003;0;Hoofdstuk I : Inleiding;Deel I : Directe Methodes
3;numwis-wet;2003;0;Hoofdstuk II : Foutenanalyse;Deel I : Directe Methodes
4;numwis-wet;2003;0;Hoofdstuk III : Stelsels lineaire vergelijkingen;Deel I : Directe Methodes
5;numwis-wet;2003;0;Hoofdstuk IVa : Veelterminterpolatie;Deel I : Directe Methodes
6;numwis-wet;2003;0;Hoofdstuk IVb : Interpolatie met behulp van splines;Deel I : Directe Methodes
7;numwis-wet;2003;0;Hoofdstuk VI : Numerieke Differentiatie;Deel I : Directe Methodes
8;numwis-wet;2003;1;Deel II : Iteratieve Methodes;Deel II : Iteratieve Methodes
9;numwis-wet;2003;0;Hoofdstuk I : Inleiding;Deel II : Iteratieve Methodes
10;numwis-wet;2003;0;Hoofdstuk II : Het oplossen van niet-lineaire vergelijkingen;Deel II : Iteratieve Methodes
11;numwis-wet;2003;0;Hoofdstuk III : Stelsels niet-lineaire vergelijkingen;Deel II : Iteratieve Methodes
12;numwis-wet;2003;0;Hoofdstuk IV : Het iteratief oplossen van stelsels niet-lineaire vergelijkingen;Deel II : Iteratieve Methodes
13;numwis-wet;2003;0;Hoofdstuk V : Veeltermvergelijkingen;Deel II : Iteratieve Methodes
14;numwis-wet;2003;0;Hoofdstuk VI : Het berekenen van eigenwaarden;Deel II : Iteratieve Methodes
15;numwis-wet;2003;1;Oefeningen;Oefeningen
16;numwis-wet;2003;0;Vragen over de oefeningen;Oefeningen
1;stat;2003;0;Hoofdstuk 1 en 2 : Inleiding en beschrijvende statistiek;
2;stat;2003;1;Deel Kansrekenen;Deel Kansrekenen
3;stat;2003;0;Hoofdstuk 3 : Basisbegrippen kansrekenen;Deel Kansrekenen
4;stat;2003;0;Hoofdstuk 4 : Toevalsvariabelen;Deel Kansrekenen
5;stat;2003;0;Hoofdstuk 5 : Kansmodellen;Deel Kansrekenen
6;stat;2003;0;Hoofdstuk 6 en 7 : Toevalsvectoren;Deel Kansrekenen
7;stat;2003;1;Deel Statistiek;Deel Statistiek
8;stat;2003;0;Hoofdstuk 8 : Steekproefverdelingen;Deel Statistiek
9;stat;2003;0;Hoofdstuk 9 : Het schatten van parameters;Deel Statistiek
10;stat;2003;0;Hoofdstuk 10 en 11 : Intervalschattingen en hypothesetesten;Deel Statistiek
11;stat;2003;0;Hoofdstuk 12 : Validatie van het kansmodel;Deel Statistiek
12;stat;2003;0;Hoofdstuk 13 : Regressie- en correlatie-analyse;Deel Statistiek
13;stat;2003;1;Varia;Varia
14;stat;2003;0;Vragen over de oefeningen;Varia
15;stat;2003;0;Allerlei;Varia
1;algebra;2004;1;Deel1: Lineaire algebra en matrixrekenen;Deel1: Lineaire algebra en matrixrekenen
2;algebra;2004;0;Lineaire vergelijkingen;Deel1: Lineaire algebra en matrixrekenen
3;algebra;2004;0;Matrix Algebra;Deel1: Lineaire algebra en matrixrekenen
4;algebra;2004;0;Determinanten;Deel1: Lineaire algebra en matrixrekenen
5;algebra;2004;0;Vectorruimten;Deel1: Lineaire algebra en matrixrekenen
6;algebra;2004;0;Eigenwaarden en eigenvectoren;Deel1: Lineaire algebra en matrixrekenen
7;algebra;2004;0;Orthogonale projectie en kleinste kwadraten;Deel1: Lineaire algebra en matrixrekenen
8;algebra;2004;0;Symmetrische matrices en kwadratische vormen;Deel1: Lineaire algebra en matrixrekenen
9;algebra;2004;1;Deel 2: Discrete tijdsystemen;Deel 2: Discrete tijdsystemen
10;algebra;2004;0;Vergelijkingen voor discrete tijdsystemen;Deel 2: Discrete tijdsystemen
11;algebra;2004;0;Differentievergelijkingen en toestandsvergelijkingen in het tijdsdomein;Deel 2: Discrete tijdsystemen
12;algebra;2004;0;Frequentiedomeinanalyse van discrete tijdsystemen;Deel 2: Discrete tijdsystemen
13;algebra;2004;0;Rekenen met blokdiagrammen, simulink voorbeelden;Deel 2: Discrete tijdsystemen
14;algebra;2004;1;Varia;Varia
15;algebra;2004;0;Vragen over de oefeningen van Deel 1;Varia
16;algebra;2004;0;Vragen over de oefeningen van Deel 2;Varia
17;algebra;2004;0;Examenvragen;Varia
18;algebra;2004;0;Algemene vragen;Varia
1;analyse;2004;0;Hoofdstuk 1 : Getallen, functies en rijen;
2;analyse;2004;0;Hoofdstuk 2 : Limieten en continu?teit;
3;analyse;2004;0;Hoofdstuk 3 : Differentieerbaarheid van functies van ??n veranderlijke;
4;analyse;2004;0;Hoofdstuk 4 : Differentieerbaarheid van functies van meer veranderlijken;
5;analyse;2004;0;Hoofdstuk 5 : Integratietheorie en integratiemethodes;
6;analyse;2004;0;Hoofdstuk 6 : Differentiaalvergelijkingen;
7;analyse;2004;0;Hoofdstuk 7 : Oneigenlijke integralen;
8;analyse;2004;0;Hoofdstuk 8 : Laplacetransformatie en convolutie;
9;analyse;2004;0;Hoofdstuk 9 : Integralen over krommen en oppervlakken;
10;analyse;2004;0;Hoofdstuk 10 : Lijnintegralen en oppervlakintegralen;
11;analyse;2004;0;Hoofdstuk 11 : Reeksen;
12;analyse;2004;0;Hoofdstuk 12 : Extremaalproblemen bij functies van meer veranderlijken;
13;analyse;2004;0;Hoofdstuk 13 : Stelsels differentiaalvergelijkingen;
14;analyse;2004;0;Oefeningen;
15;analyse;2004;0;Maple;
16;analyse;2004;0;Allerlei;
1;analyse2;2004;1;I Analytische oplossing van parti?le differentiaalvergelijkingen;I Analytische oplossing van parti?le differentiaalvergelijkingen
2;analyse2;2004;0;1 Lineaire differentiaalvergelijkingen;I Analytische oplossing van parti?le differentiaalvergelijkingen
3;analyse2;2004;0;2 Fourier- en Fourier-Besselreeksen;I Analytische oplossing van parti?le differentiaalvergelijkingen
4;analyse2;2004;0;3 Sturm-Liouville problemen;I Analytische oplossing van parti?le differentiaalvergelijkingen
5;analyse2;2004;0;4 Tweede orde parti?le differentiaalvergelijkingen;I Analytische oplossing van parti?le differentiaalvergelijkingen
6;analyse2;2004;1;II Numerieke oplossing van parti?le differentiaalvergelijkingen;II Numerieke oplossing van parti?le differentiaalvergelijkingen
7;analyse2;2004;0;5 Beginselen van de variatierekening;II Numerieke oplossing van parti?le differentiaalvergelijkingen
8;analyse2;2004;0;6 De eindige elementenmethode;II Numerieke oplossing van parti?le differentiaalvergelijkingen
9;analyse2;2004;1;III Oefeningen, Maple, allerlei;III Oefeningen, Maple, allerlei
10;analyse2;2004;0;Oefeningen;III Oefeningen, Maple, allerlei
11;analyse2;2004;0;Maple;III Oefeningen, Maple, allerlei
12;analyse2;2004;0;Allerlei;III Oefeningen, Maple, allerlei
1;hwis;2004;1;Lineaire algebra;Lineaire algebra
2;hwis;2004;0;Vectorruimten;Lineaire algebra
3;hwis;2004;0;Matrixrekening;Lineaire algebra
4;hwis;2004;0;Het oplossen van stelsels;Lineaire algebra
5;hwis;2004;0;Eigenwaardeproblemen;Lineaire algebra
6;hwis;2004;0;Euclidische vectorruimte;Lineaire algebra
7;hwis;2004;0;Kwadratische vormen;Lineaire algebra
8;hwis;2004;0;Kleinste-kwadraten-problemen;Lineaire algebra
9;hwis;2004;1;Wiskundige analyse: Limieten, continu?teit, afgeleiden;Wiskundige analyse: Limieten, continu?teit, afgeleiden
10;hwis;2004;0;Functies;Wiskundige analyse: Limieten, continu?teit, afgeleiden
11;hwis;2004;0;Limieten en continu?teit;Wiskundige analyse: Limieten, continu?teit, afgeleiden
12;hwis;2004;0;Differentiaalrekening;Wiskundige analyse: Limieten, continu?teit, afgeleiden
13;hwis;2004;0;Optimisatie;Wiskundige analyse: Limieten, continu?teit, afgeleiden
14;hwis;2004;1;Wiskundige analyse: Integralen, rijen en reeksen, differentiaalvergelijkingen;Wiskundige analyse: Integralen, rijen en reeksen, differentiaalvergelijkingen
15;hwis;2004;0;Integraalrekening;Wiskundige analyse: Integralen, rijen en reeksen, differentiaalvergelijkingen
16;hwis;2004;0;Enkele belangrijke transcendente functies;Wiskundige analyse: Integralen, rijen en reeksen, differentiaalvergelijkingen
17;hwis;2004;0;Rijen en reeksen;Wiskundige analyse: Integralen, rijen en reeksen, differentiaalvergelijkingen
18;hwis;2004;0;Lineaire differentiaalvergelijkingen;Wiskundige analyse: Integralen, rijen en reeksen, differentiaalvergelijkingen
19;hwis;2004;0;Stelsels differentiaalvergelijkingen;Wiskundige analyse: Integralen, rijen en reeksen, differentiaalvergelijkingen
20;hwis;2004;1;Oefeningen;Oefeningen
21;hwis;2004;0;Lineaire algebra;Oefeningen
22;hwis;2004;0;Wiskundige analyse;Oefeningen
1;hwis2;2004;1;Analytische methodes;Analytische methodes
2;hwis2;2004;0;Lineaire differentiaalvergelijkingen;Analytische methodes
3;hwis2;2004;0;Niet-lineaire differentiaalvergelijkingen;Analytische methodes
4;hwis2;2004;0;Fourier- en Fourier-Besselreeksen;Analytische methodes
5;hwis2;2004;0;Sturm-Liouville problemen;Analytische methodes
6;hwis2;2004;0;Tweede orde parti?le differentiaalvergelijkingen;Analytische methodes
7;hwis2;2004;1;Numerieke methodes;Numerieke methodes
8;hwis2;2004;0;Numerieke oplossing van gewone differentiaalvergelijkingen;Numerieke methodes
9;hwis2;2004;0;Numerieke oplossing van parti?le differentiaalvergelijkingen;Numerieke methodes
10;hwis2;2004;1;Oefeningen, Maple, allerlei;Oefeningen, Maple, allerlei
11;hwis2;2004;0;Oefeningen;Oefeningen, Maple, allerlei
12;hwis2;2004;0;Maple;Oefeningen, Maple, allerlei
13;hwis2;2004;0;Allerlei;Oefeningen, Maple, allerlei
1;inf1;2004;0;Theorie OOP;
2;inf1;2004;0;Java syntax en omgeving;
3;inf1;2004;0;Oefenzittingen;
4;inf1;2004;0;Structuur en organisatie van computersystemen;
5;inf1;2004;0;Allerlei;
6;inf1;2004;0;Practicum RoutePlanner;
7;inf1;2004;0;Practicum (prof. Geebelen);
8;inf1;2004;0;Practicum Doolhof;
1;materiaalk;2004;0;De geschiedenis van de fiets;
2;materiaalk;2004;0;Wielen en spaken: corrosieweerstand;
3;materiaalk;2004;0;Mechanisch gedrag van spaken;
4;materiaalk;2004;0;Microstructuur en kristalstructuur van roestvaste spaken;
5;materiaalk;2004;0;Dislocaties en vervormingsversteviging van roestvaste spaken;
6;materiaalk;2004;0;Uitgloeien van koudvervormde spaken;
7;materiaalk;2004;0;Koolstofstaalspaken: plastische vervorming en vermoeiingsweerstand;
8;materiaalk;2004;0;Legeringen voor solderen en brazeren: fasediagramma's;
9;materiaalk;2004;0;Fasediagramma's voor spaken in koolstofstaal;
10;materiaalk;2004;0;De ketting en de lagers: wrijvingsweerstand en sleet, het harden van staal, keramische lagers;
11;materiaalk;2004;0;Wielvelgen: precipitatiegeharde aluminiumlegeringen;
12;materiaalk;2004;0;Het fietskader;
13;materiaalk;2004;0;Polymeren: banden;
14;materiaalk;2004;0;Composietmaterialen: banden, kaders, wielen;
15;materiaalk;2004;0;De Walkman: magnetische opname en weergave;
16;materiaalk;2004;0;Elektronische materialen in de Walkman;
1;mech;2004;0;Vectorrekenen;
2;mech;2004;0;Kinematica;
3;mech;2004;0;Wet van Newton;
4;mech;2004;0;Behoud van Impuls;
5;mech;2004;0;Behoud van Energie;
6;mech;2004;0;Beweging van Voorwerpen;
7;mech;2004;0;Statica;
8;mech;2004;0;Virtuele arbeid;
9;mech;2004;0;Varia;
1;nat;2004;0;Elektrische lading (21);
2;nat;2004;0;Elektrisch veld (22);
3;nat;2004;0;De wet van Gauss (23);
4;nat;2004;0;Elektrische potentiaal (24);
5;nat;2004;0;Capaciteiten en di?lectrica (25);
6;nat;2004;0;Stromen in materialen (26);
7;nat;2004;0;Gelijkstroom ketens (27);
8;nat;2004;0;Het effect van magnetische velden (28);
9;nat;2004;0;De produktie en eigenschappen van magnetische velden (29);
10;nat;2004;0;De wet van Farraday (30);
11;nat;2004;0;Magnetisme en materie (31);
12;nat;2004;0;Inductantie en oscillaties in elektrische ketens (32);
13;nat;2004;0;Wisselstromen (33);
14;nat;2004;0;Maxwell vergelijkingen en elektromagnetische golven (34);
1;numwis-bur;2004;1;Deel I : Directe Methodes;Deel I : Directe Methodes
2;numwis-bur;2004;0;Hoofdstuk I: Inleiding;Deel I : Directe Methodes
3;numwis-bur;2004;0;Hoofdstuk II: Foutenanalyse;Deel I : Directe Methodes
4;numwis-bur;2004;0;Hoofdstuk III: Stelsels lineaire vergelijkingen;Deel I : Directe Methodes
5;numwis-bur;2004;0;Hoofdstuk IV: Veelterminterpolatie;Deel I : Directe Methodes
6;numwis-bur;2004;0;Hoofdstuk V: Numerieke differentiatie;Deel I : Directe Methodes
7;numwis-bur;2004;0;Hoofdstuk VI: Numerieke integratie;Deel I : Directe Methodes
8;numwis-bur;2004;0;Hoofdstuk VII: Differentiaalvergelijkingen;Deel I : Directe Methodes
9;numwis-bur;2004;1;Deel II : Iteratieve Methodes;Deel II : Iteratieve Methodes
10;numwis-bur;2004;0;Hoofdstuk I: Inleiding;Deel II : Iteratieve Methodes
11;numwis-bur;2004;0;Hoofdstuk II: Het oplossen van niet-lineaire vergelijkingen;Deel II : Iteratieve Methodes
12;numwis-bur;2004;0;Hoofdstuk III: Stelsels niet-lineaire vergelijkingen;Deel II : Iteratieve Methodes
13;numwis-bur;2004;0;Hoofdstuk IV: Het iteratief oplossen van stelsels lineaire vergelijkingen;Deel II : Iteratieve Methodes
14;numwis-bur;2004;0;Hoofdstuk V: Veeltermvergelijkingen;Deel II : Iteratieve Methodes
15;numwis-bur;2004;0;Hoofdstuk VI: Het berekenen van eigenwaarden;Deel II : Iteratieve Methodes
16;numwis-bur;2004;0;Hoofdstuk VII: Optimisatie van een functie in ??n veranderlijke;Deel II : Iteratieve Methodes
17;numwis-bur;2004;0;Hoofdstuk VIII: Optimisatie in meerdere veranderlijken;Deel II : Iteratieve Methodes
18;numwis-bur;2004;0;Vragen over de oefeningen;Deel II : Iteratieve Methodes
1;numwis-ind;2004;1;Deel I : Directe Methodes;Deel I : Directe Methodes
2;numwis-ind;2004;0;Hoofdstuk I: Inleiding;Deel I : Directe Methodes
3;numwis-ind;2004;0;Hoofdstuk II: Foutenanalyse;Deel I : Directe Methodes
4;numwis-ind;2004;0;Hoofdstuk III: Stelsels lineaire vergelijkingen;Deel I : Directe Methodes
5;numwis-ind;2004;0;Hoofdstuk IV: Veelterminterpolatie;Deel I : Directe Methodes
6;numwis-ind;2004;0;Hoofdstuk V: Numerieke differentiatie;Deel I : Directe Methodes
7;numwis-ind;2004;0;Hoofdstuk VI: Numerieke integratie;Deel I : Directe Methodes
8;numwis-ind;2004;1;Deel II : Iteratieve Methodes;Deel II : Iteratieve Methodes
9;numwis-ind;2004;0;Hoofdstuk I: Inleiding;Deel II : Iteratieve Methodes
10;numwis-ind;2004;0;Hoofdstuk II: Het oplossen van niet-lineaire vergelijkingen;Deel II : Iteratieve Methodes
11;numwis-ind;2004;0;Hoofdstuk III: Stelsels niet-lineaire vergelijkingen;Deel II : Iteratieve Methodes
12;numwis-ind;2004;0;Hoofdstuk IV: Het iteratief oplossen van stelsels niet-lineaire vergelijkingen;Deel II : Iteratieve Methodes
13;numwis-ind;2004;0;Hoofdstuk V: Veeltermvergelijkingen;Deel II : Iteratieve Methodes
14;numwis-ind;2004;0;Hoofdstuk VI: Het berekenen van eigenwaarden;Deel II : Iteratieve Methodes
15;numwis-ind;2004;1;Oefeningen;Oefeningen
16;numwis-ind;2004;0;Vragen over de oefeningen;Oefeningen
1;numwis-wet;2004;1;Deel I : Directe Methodes;Deel I : Directe Methodes
