chapterid;course;year;part;title;parttitle
10;numwis-ind;2003;0;Hoofdstuk II : Het oplossen van niet-lineaire vergelijkingen;Deel II : Iteratieve Methodes
11;numwis-ind;2003;0;Hoofdstuk III : Stelsels niet-lineaire vergelijkingen;Deel II : Iteratieve Methodes
12;numwis-ind;2003;0;Hoofdstuk IV : Het iteratief oplossen van stelsels niet-lineaire vergelijkingen;Deel II : Iteratieve Methodes
13;numwis-ind;2003;0;Hoofdstuk V : Veeltermvergelijkingen;Deel II : Iteratieve Methodes
14;numwis-ind;2003;0;Hoofdstuk VI : Het berekenen van eigenwaarden;Deel II : Iteratieve Methodes
15;numwis-ind;2003;1;Oefeningen;Oefeningen
16;numwis-ind;2003;0;Vragen over de oefeningen;Oefeningen
1;numwis-wet;1999;1;Deel I : Directe Methodes;Deel I : Directe Methodes
2;numwis-wet;1999;0;Hoofdstuk I : Inleiding;Deel I : Directe Methodes
3;numwis-wet;1999;0;Hoofdstuk II : Foutenanalyse;Deel I : Directe Methodes
4;numwis-wet;1999;0;Hoofdstuk III : Stelsels lineaire vergelijkingen;Deel I : Directe Methodes
5;numwis-wet;1999;0;Hoofdstuk IV : Veelterminterpolatie;Deel I : Directe Methodes
6;numwis-wet;1999;0;Hoofdstuk V : Numerieke differentiatie;Deel I : Directe Methodes
7;numwis-wet;1999;0;Hoofdstuk VI : Numerieke integratie;Deel I : Directe Methodes
8;numwis-wet;1999;0;Hoofdstuk VII : Differentiaalvergelijkingen;Deel I : Directe Methodes
9;numwis-wet;1999;1;Deel II : Iteratieve Methodes;Deel II : Iteratieve Methodes
10;numwis-wet;1999;0;Hoofdstuk I : Inleiding;Deel II : Iteratieve Methodes
11;numwis-wet;1999;0;Hoofdstuk II : Het oplossen van niet-lineaire vergelijkingen;Deel II : Iteratieve Methodes
12;numwis-wet;1999;0;Hoofdstuk III : Stelsels niet-lineaire vergelijkingen;Deel II : Iteratieve Methodes
13;numwis-wet;1999;0;Hoofdstuk IV : Het iteratief oplossen van stelsels niet-lineaire vergelijkingen;Deel II : Iteratieve Methodes
14;numwis-wet;1999;0;Hoofdstuk V : Veeltermvergelijkingen;Deel II : Iteratieve Methodes
15;numwis-wet;1999;0;Hoofdstuk VI : Het berekenen van eigenwaarden;Deel II : Iteratieve Methodes
16;numwis-wet;1999;0;Hoofdstuk VII : Optimisatie van een functie in &eacute;Deel II : Iteratieve Methodes
17;numwis-wet;1999;0;Hoofdstuk VIII : Optimisatie in meerdere veranderlijken;Deel II : Iteratieve Methodes
18;numwis-wet;1999;1;Oefeningen;Oefeningen
19;numwis-wet;1999;0;Vragen over de oefeningen;Oefeningen
1;numwis-wet;2000;1;Deel I : Directe Methodes;Deel I : Directe Methodes
2;numwis-wet;2000;0;Hoofdstuk I : Inleiding;Deel I : Directe Methodes
3;numwis-wet;2000;0;Hoofdstuk II : Foutenanalyse;Deel I : Directe Methodes
4;numwis-wet;2000;0;Hoofdstuk III : Stelsels lineaire vergelijkingen;Deel I : Directe Methodes
5;numwis-wet;2000;0;Hoofdstuk IV : Veelterminterpolatie;Deel I : Directe Methodes
6;numwis-wet;2000;0;Hoofdstuk V : Numerieke differentiatie;Deel I : Directe Methodes
7;numwis-wet;2000;0;Hoofdstuk VI : Numerieke integratie;Deel I : Directe Methodes
8;numwis-wet;2000;1;Deel II : Iteratieve Methodes;Deel II : Iteratieve Methodes
9;numwis-wet;2000;0;Hoofdstuk I : Inleiding;Deel II : Iteratieve Methodes
10;numwis-wet;2000;0;Hoofdstuk II : Het oplossen van niet-lineaire vergelijkingen;Deel II : Iteratieve Methodes
11;numwis-wet;2000;0;Hoofdstuk III : Stelsels niet-lineaire vergelijkingen;Deel II : Iteratieve Methodes
12;numwis-wet;2000;0;Hoofdstuk IV : Het iteratief oplossen van stelsels niet-lineaire vergelijkingen;Deel II : Iteratieve Methodes
13;numwis-wet;2000;0;Hoofdstuk V : Veeltermvergelijkingen;Deel II : Iteratieve Methodes
14;numwis-wet;2000;0;Hoofdstuk VI : Het berekenen van eigenwaarden;Deel II : Iteratieve Methodes
15;numwis-wet;2000;1;Oefeningen;Oefeningen
16;numwis-wet;2000;0;Vragen over de oefeningen;Oefeningen
1;numwis-wet;2001;1;Deel I : Directe Methodes;Deel I : Directe Methodes
2;numwis-wet;2001;0;Hoofdstuk I : Inleiding;Deel I : Directe Methodes
3;numwis-wet;2001;0;Hoofdstuk II : Foutenanalyse;Deel I : Directe Methodes
4;numwis-wet;2001;0;Hoofdstuk III : Stelsels lineaire vergelijkingen;Deel I : Directe Methodes
5;numwis-wet;2001;0;Hoofdstuk IVa : Veelterminterpolatie;Deel I : Directe Methodes
6;numwis-wet;2001;0;Hoofdstuk IVb : Interpolatie met behulp van splines;Deel I : Directe Methodes
7;numwis-wet;2001;0;Hoofdstuk VI : Numerieke Differentiatie;Deel I : Directe Methodes
8;numwis-wet;2001;1;Deel II : Iteratieve Methodes;Deel II : Iteratieve Methodes
9;numwis-wet;2001;0;Hoofdstuk I : Inleiding;Deel II : Iteratieve Methodes
10;numwis-wet;2001;0;Hoofdstuk II : Het oplossen van niet-lineaire vergelijkingen;Deel II : Iteratieve Methodes
11;numwis-wet;2001;0;Hoofdstuk III : Stelsels niet-lineaire vergelijkingen;Deel II : Iteratieve Methodes
12;numwis-wet;2001;0;Hoofdstuk IV : Het iteratief oplossen van stelsels niet-lineaire vergelijkingen;Deel II : Iteratieve Methodes
13;numwis-wet;2001;0;Hoofdstuk V : Veeltermvergelijkingen;Deel II : Iteratieve Methodes
14;numwis-wet;2001;0;Hoofdstuk VI : Het berekenen van eigenwaarden;Deel II : Iteratieve Methodes
15;numwis-wet;2001;1;Oefeningen;Oefeningen
16;numwis-wet;2001;0;Vragen over de oefeningen;Oefeningen
1;numwis-wet;2002;1;Deel I : Directe Methodes;Deel I : Directe Methodes
2;numwis-wet;2002;0;Hoofdstuk I : Inleiding;Deel I : Directe Methodes
3;numwis-wet;2002;0;Hoofdstuk II : Foutenanalyse;Deel I : Directe Methodes
4;numwis-wet;2002;0;Hoofdstuk III : Stelsels lineaire vergelijkingen;Deel I : Directe Methodes
5;numwis-wet;2002;0;Hoofdstuk IVa : Veelterminterpolatie;Deel I : Directe Methodes
6;numwis-wet;2002;0;Hoofdstuk IVb : Interpolatie met behulp van splines;Deel I : Directe Methodes
7;numwis-wet;2002;0;Hoofdstuk VI : Numerieke Differentiatie;Deel I : Directe Methodes
8;numwis-wet;2002;1;Deel II : Iteratieve Methodes;Deel II : Iteratieve Methodes
9;numwis-wet;2002;0;Hoofdstuk I : Inleiding;Deel II : Iteratieve Methodes
10;numwis-wet;2002;0;Hoofdstuk II : Het oplossen van niet-lineaire vergelijkingen;Deel II : Iteratieve Methodes
11;numwis-wet;2002;0;Hoofdstuk III : Stelsels niet-lineaire vergelijkingen;Deel II : Iteratieve Methodes
12;numwis-wet;2002;0;Hoofdstuk IV : Het iteratief oplossen van stelsels niet-lineaire vergelijkingen;Deel II : Iteratieve Methodes
13;numwis-wet;2002;0;Hoofdstuk V : Veeltermvergelijkingen;Deel II : Iteratieve Methodes
14;numwis-wet;2002;0;Hoofdstuk VI : Het berekenen van eigenwaarden;Deel II : Iteratieve Methodes
15;numwis-wet;2002;1;Oefeningen;Oefeningen
16;numwis-wet;2002;0;Vragen over de oefeningen;Oefeningen
1;numwis-wet;2003;1;Deel I : Directe Methodes;Deel I : Directe Methodes
2;numwis-wet;2003;0;Hoofdstuk I : Inleiding;Deel I : Directe Methodes
3;numwis-wet;2003;0;Hoofdstuk II : Foutenanalyse;Deel I : Directe Methodes
4;numwis-wet;2003;0;Hoofdstuk III : Stelsels lineaire vergelijkingen;Deel I : Directe Methodes
5;numwis-wet;2003;0;Hoofdstuk IVa : Veelterminterpolatie;Deel I : Directe Methodes
6;numwis-wet;2003;0;Hoofdstuk IVb : Interpolatie met behulp van splines;Deel I : Directe Methodes
7;numwis-wet;2003;0;Hoofdstuk VI : Numerieke Differentiatie;Deel I : Directe Methodes
8;numwis-wet;2003;1;Deel II : Iteratieve Methodes;Deel II : Iteratieve Methodes
9;numwis-wet;2003;0;Hoofdstuk I : Inleiding;Deel II : Iteratieve Methodes
10;numwis-wet;2003;0;Hoofdstuk II : Het oplossen van niet-lineaire vergelijkingen;Deel II : Iteratieve Methodes
11;numwis-wet;2003;0;Hoofdstuk III : Stelsels niet-lineaire vergelijkingen;Deel II : Iteratieve Methodes
12;numwis-wet;2003;0;Hoofdstuk IV : Het iteratief oplossen van stelsels niet-lineaire vergelijkingen;Deel II : Iteratieve Methodes
13;numwis-wet;2003;0;Hoofdstuk V : Veeltermvergelijkingen;Deel II : Iteratieve Methodes
14;numwis-wet;2003;0;Hoofdstuk VI : Het berekenen van eigenwaarden;Deel II : Iteratieve Methodes
15;numwis-wet;2003;1;Oefeningen;Oefeningen
16;numwis-wet;2003;0;Vragen over de oefeningen;Oefeningen
1;analyse2;1999;0;Hoofdstuk 1 : Lineaire differentiaalvergelijkingen;Oefeningen
2;analyse2;1999;0;Hoofdstuk 2 : De Laplacetransformatie;Oefeningen
3;analyse2;1999;0;Hoofdstuk 3 : Stelsels lineaire eerste orde differentiaalvergelijkingen;Oefeningen
4;analyse2;1999;0;Hoofdstuk 4 : Oplossing door reeksontwikkeling;Oefeningen
5;analyse2;1999;0;Hoofdstuk 5 : Niet-lineaire differentiaalvergelijkingen van eerste orde;Oefeningen
6;analyse2;1999;0;Hoofdstuk 6 : Beginselen van de variatierekening;Oefeningen
7;analyse2;1999;0;Hoofdstuk 7 : Fourier- en Fourier-Besselreeksen;Oefeningen
8;analyse2;1999;0;Hoofdstuk 8 : De Fouriertransformatie;Oefeningen
9;analyse2;1999;0;Hoofdstuk 9 : Sturm-Liouville problemen;Oefeningen
10;analyse2;1999;0;Hoofdstuk 10 : Tweede orde parti&euml;Oefeningen
11;analyse2;1999;0;Hoofdstuk 11 : Stabiliteit en bifurcatie bij autonome stelsels;Oefeningen
12;analyse2;1999;0;Hoofdstukken 12-17 : Complexe functieleer;Oefeningen
13;analyse2;1999;0;Oefeningen;Oefeningen
14;analyse2;1999;0;Maple;Oefeningen
15;analyse2;1999;0;Allerlei;Oefeningen
1;analyse2;2000;0;Hoofdstuk 1 : Lineaire differentiaalvergelijkingen;Oefeningen
2;analyse2;2000;0;Hoofdstuk 2 : De Laplacetransformatie;Oefeningen
3;analyse2;2000;0;Hoofdstuk 3 : Stelsels lineaire eerste orde differentiaalvergelijkingen;Oefeningen
4;analyse2;2000;0;Hoofdstuk 4 : Oplossing door reeksontwikkeling;Oefeningen
5;analyse2;2000;0;Hoofdstuk 5 : Niet-lineaire differentiaalvergelijkingen van eerste orde;Oefeningen
6;analyse2;2000;0;Hoofdstuk 6 : Beginselen van de variatierekening;Oefeningen
7;analyse2;2000;0;Hoofdstuk 7 : Fourier- en Fourier-Besselreeksen;Oefeningen
8;analyse2;2000;0;Hoofdstuk 8 : De Fouriertransformatie;Oefeningen
9;analyse2;2000;0;Hoofdstuk 9 : Sturm-Liouville problemen;Oefeningen
10;analyse2;2000;0;Hoofdstuk 10 : Tweede orde parti&euml;Oefeningen
11;analyse2;2000;0;Hoofdstuk 11 : Stabiliteit en bifurcatie bij autonome stelsels;Oefeningen
12;analyse2;2000;0;Hoofdstukken 12-17 : Complexe functieleer;Oefeningen
13;analyse2;2000;0;Oefeningen;Oefeningen
14;analyse2;2000;0;Maple;Oefeningen
15;analyse2;2000;0;Allerlei;Oefeningen
1;analyse2;2001;0;Hoofdstuk 1 : Lineaire differentiaalvergelijkingen;Oefeningen
2;analyse2;2001;0;Hoofdstuk 2 : De Laplacetransformatie;Oefeningen
3;analyse2;2001;0;Hoofdstuk 3 : Stelsels lineaire eerste orde differentiaalvergelijkingen;Oefeningen
4;analyse2;2001;0;Hoofdstuk 4 : Oplossing door reeksontwikkeling;Oefeningen
5;analyse2;2001;0;Hoofdstuk 5 : Niet-lineaire differentiaalvergelijkingen van eerste orde;Oefeningen
6;analyse2;2001;0;Hoofdstuk 6 : Beginselen van de variatierekening;Oefeningen
7;analyse2;2001;0;Hoofdstuk 7 : Fourier- en Fourier-Besselreeksen;Oefeningen
8;analyse2;2001;0;Hoofdstuk 8 : De Fouriertransformatie;Oefeningen
9;analyse2;2001;0;Hoofdstuk 9 : Sturm-Liouville problemen;Oefeningen
10;analyse2;2001;0;Hoofdstuk 10 : Tweede orde parti&euml;Oefeningen
11;analyse2;2001;0;Hoofdstuk 11 : Stabiliteit en bifurcatie bij autonome stelsels;Oefeningen
12;analyse2;2001;0;Hoofdstukken 12-17 : Complexe functieleer;Oefeningen
13;analyse2;2001;0;Oefeningen;Oefeningen
14;analyse2;2001;0;Maple;Oefeningen
15;analyse2;2001;0;Allerlei;Oefeningen
1;analyse2;2002;0;Hoofdstuk 1 : Lineaire differentiaalvergelijkingen;Oefeningen
2;analyse2;2002;0;Hoofdstuk 2 : De Laplacetransformatie;Oefeningen
3;analyse2;2002;0;Hoofdstuk 3 : Stelsels lineaire eerste orde differentiaalvergelijkingen;Oefeningen
4;analyse2;2002;0;Hoofdstuk 4 : Oplossing door reeksontwikkeling;Oefeningen
5;analyse2;2002;0;Hoofdstuk 5 : Niet-lineaire differentiaalvergelijkingen van eerste orde;Oefeningen
6;analyse2;2002;0;Hoofdstuk 6 : Beginselen van de variatierekening;Oefeningen
7;analyse2;2002;0;Hoofdstuk 7 : Fourier- en Fourier-Besselreeksen;Oefeningen
8;analyse2;2002;0;Hoofdstuk 8 : De Fouriertransformatie;Oefeningen
9;analyse2;2002;0;Hoofdstuk 9 : Sturm-Liouville problemen;Oefeningen
10;analyse2;2002;0;Hoofdstuk 10 : Tweede orde parti&euml;Oefeningen
11;analyse2;2002;0;Hoofdstuk 11 : Stabiliteit en bifurcatie bij autonome stelsels;Oefeningen
12;analyse2;2002;0;Hoofdstukken 12-17 : Complexe functieleer;Oefeningen
13;analyse2;2002;0;Oefeningen;Oefeningen
14;analyse2;2002;0;Maple;Oefeningen
15;analyse2;2002;0;Allerlei;Oefeningen
1;analyse2;2003;0;Hoofdstuk 1 : Lineaire differentiaalvergelijkingen;Oefeningen
2;analyse2;2003;0;Hoofdstuk 2 : De Laplacetransformatie;Oefeningen
3;analyse2;2003;0;Hoofdstuk 3 : Stelsels lineaire eerste orde differentiaalvergelijkingen;Oefeningen
4;analyse2;2003;0;Hoofdstuk 4 : Oplossing door reeksontwikkeling;Oefeningen
5;analyse2;2003;0;Hoofdstuk 5 : Niet-lineaire differentiaalvergelijkingen van eerste orde;Oefeningen
6;analyse2;2003;0;Hoofdstuk 6 : Beginselen van de variatierekening;Oefeningen
7;analyse2;2003;0;Hoofdstuk 7 : Fourier- en Fourier-Besselreeksen;Oefeningen
8;analyse2;2003;0;Hoofdstuk 8 : De Fouriertransformatie;Oefeningen
9;analyse2;2003;0;Hoofdstuk 9 : Sturm-Liouville problemen;Oefeningen
10;analyse2;2003;0;Hoofdstuk 10 : Tweede orde parti&euml;Oefeningen
11;analyse2;2003;0;Hoofdstuk 11 : Stabiliteit en bifurcatie bij autonome stelsels;Oefeningen
12;analyse2;2003;0;Hoofdstukken 12-17 : Complexe functieleer;Oefeningen
13;analyse2;2003;0;Oefeningen;Oefeningen
14;analyse2;2003;0;Maple;Oefeningen
15;analyse2;2003;0;Allerlei;Oefeningen
1;hwis;1998;0;Deel 1: Functies van een re&euml;Oefeningen
2;hwis;1998;0;Deel 2: Lineaire algebra;Oefeningen
3;hwis;1998;0;Deel 3: Analytische meetkunde;Oefeningen
4;hwis;1998;0;Deel 4: Functies tussen vectorruimten;Oefeningen
5;hwis;1998;0;Deel 5: Differentiaalvergelijkingen;Oefeningen
6;hwis;1998;0;De oefeningenbundel;Oefeningen
1;hwis;1999;0;Deel 1: Functies van een re&euml;Oefeningen
2;hwis;1999;0;Deel 2: Lineaire algebra;Oefeningen
3;hwis;1999;0;Deel 3: Analytische meetkunde;Oefeningen
4;hwis;1999;0;Deel 4: Functies tussen vectorruimten;Oefeningen
5;hwis;1999;0;Deel 5: Differentiaalvergelijkingen;Oefeningen
6;hwis;1999;0;De oefeningenbundel;Oefeningen
1;hwis;2000;0;Deel 1: Functies van een re&euml;Oefeningen
2;hwis;2000;0;Deel 2: Lineaire algebra;Oefeningen
3;hwis;2000;0;Deel 3: Analytische meetkunde;Oefeningen
4;hwis;2000;0;Deel 4: Functies tussen vectorruimten;Oefeningen
5;hwis;2000;0;Deel 5: Differentiaalvergelijkingen;Oefeningen
6;hwis;2000;0;De oefeningenbundel;Oefeningen
1;hwis;2001;0;Deel 1: Functies van een re&euml;Oefeningen
2;hwis;2001;0;Deel 2: Lineaire algebra;Oefeningen
3;hwis;2001;0;Deel 3: Analytische meetkunde;Oefeningen
4;hwis;2001;0;Deel 4: Functies tussen vectorruimten;Oefeningen
5;hwis;2001;0;Deel 5: Differentiaalvergelijkingen;Oefeningen
6;hwis;2001;0;De oefeningenbundel;Oefeningen
1;hwis;2002;0;Deel 1: Functies van een re&euml;Oefeningen
2;hwis;2002;0;Deel 2: Lineaire algebra;Oefeningen
3;hwis;2002;0;Deel 3: Analytische meetkunde;Oefeningen
4;hwis;2002;0;Deel 4: Functies tussen vectorruimten;Oefeningen
5;hwis;2002;0;Deel 5: Differentiaalvergelijkingen;Oefeningen
6;hwis;2002;0;De oefeningenbundel;Oefeningen
1;hwis;2003;1;LINEAIRE ALGEBRA;LINEAIRE ALGEBRA
2;hwis;2003;0;1 Vectorruimten;LINEAIRE ALGEBRA
3;hwis;2003;0;2 Matrixrekening;LINEAIRE ALGEBRA
4;hwis;2003;0;3 Het oplossen van stelsels;LINEAIRE ALGEBRA
5;hwis;2003;0;4 Eigenwaardeproblemen;LINEAIRE ALGEBRA
6;hwis;2003;0;5 Euclidische vectorruimte;LINEAIRE ALGEBRA
7;hwis;2003;0;6 Kwadratische vormen;LINEAIRE ALGEBRA
8;hwis;2003;0;7 Kleinste-kwadraten-problemen;LINEAIRE ALGEBRA
9;hwis;2003;1;WISKUNDIGE ANALYSE: Limieten, continuiteit, afgeleiden;WISKUNDIGE ANALYSE: Limieten, continuiteit, afgeleiden
10;hwis;2003;0;1 Functies;WISKUNDIGE ANALYSE: Limieten, continuiteit, afgeleiden
11;hwis;2003;0;2 Limieten en continuiteit;WISKUNDIGE ANALYSE: Limieten, continuiteit, afgeleiden
12;hwis;2003;0;3 Differentiaalrekening;WISKUNDIGE ANALYSE: Limieten, continuiteit, afgeleiden
13;hwis;2003;0;4 Optimisatie;WISKUNDIGE ANALYSE: Limieten, continuiteit, afgeleiden
14;hwis;2003;1;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen
15;hwis;2003;0;1 Integraalrekening;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen
16;hwis;2003;0;2 Enkele belangrijke transcendente functies;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen
17;hwis;2003;0;3 Rijen en reeksen;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen
18;hwis;2003;0;4 Lineaire differentiaalvergelijkingen;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen
19;hwis;2003;0;5 Stelsels differentiaalvergelijkingen;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen
1;hwis2;1999;0;Hoofdstuk 1 : Lineaire differentiaalvergelijkingen;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen
2;hwis2;1999;0;Hoofdstuk 2 : Niet-lineaire differentiaalvergelijkingen van eerste orde;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen
3;hwis2;1999;0;Hoofdstuk 3 : Numerieke oplossing van gewone differentiaalvergelijkingen;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen
4;hwis2;1999;0;Hoofdstuk 4 : Fourier- en Fourier-Besselreeksen;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen
5;hwis2;1999;0;Hoofdstuk 5 : Sturm-Liouville problemen ;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen
6;hwis2;1999;0;Hoofdstuk 6 : Tweede orde parti&euml;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen
7;hwis2;1999;0;Hoofdstuk 7 : Numerieke oplossing van parti&euml;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen
8;hwis2;1999;0;Hoofdstuk 8 : Inleiding tot de statistiek;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen
9;hwis2;1999;0;Oefeningen;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen
10;hwis2;1999;0;Maple;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen
11;hwis2;1999;0;Allerlei;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen
1;hwis2;2000;0;Hoofdstuk 1 : Lineaire differentiaalvergelijkingen;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen
2;hwis2;2000;0;Hoofdstuk 2 : Niet-lineaire differentiaalvergelijkingen van eerste orde;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen
3;hwis2;2000;0;Hoofdstuk 3 : Numerieke oplossing van gewone differentiaalvergelijkingen;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen
4;hwis2;2000;0;Hoofdstuk 4 : Fourier- en Fourier-Besselreeksen;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen
5;hwis2;2000;0;Hoofdstuk 5 : Sturm-Liouville problemen ;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen
6;hwis2;2000;0;Hoofdstuk 6 : Tweede orde parti&euml;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen
7;hwis2;2000;0;Hoofdstuk 7 : Numerieke oplossing van parti&euml;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen
8;hwis2;2000;0;Hoofdstuk 8 : Inleiding tot de statistiek;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen
9;hwis2;2000;0;Oefeningen;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen
10;hwis2;2000;0;Maple;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen
11;hwis2;2000;0;Allerlei;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen
1;hwis2;2001;0;Hoofdstuk 1 : Lineaire differentiaalvergelijkingen;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen
2;hwis2;2001;0;Hoofdstuk 2 : Niet-lineaire differentiaalvergelijkingen van eerste orde;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen
3;hwis2;2001;0;Hoofdstuk 3 : Numerieke oplossing van gewone differentiaalvergelijkingen;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen
4;hwis2;2001;0;Hoofdstuk 4 : Fourier- en Fourier-Besselreeksen;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen
5;hwis2;2001;0;Hoofdstuk 5 : Sturm-Liouville problemen ;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen
6;hwis2;2001;0;Hoofdstuk 6 : Tweede orde partie&euml;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen
7;hwis2;2001;0;Hoofdstuk 7 : Numerieke oplossing van partie&euml;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen
8;hwis2;2001;0;Hoofdstuk 8 : Inleiding tot de statistiek;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen
9;hwis2;2001;0;Oefeningen;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen
10;hwis2;2001;0;Maple;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen
11;hwis2;2001;0;Allerlei;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen
1;hwis2;2002;0;Hoofdstuk 1 : Lineaire differentiaalvergelijkingen;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen
2;hwis2;2002;0;Hoofdstuk 2 : Niet-lineaire differentiaalvergelijkingen van eerste orde;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen
3;hwis2;2002;0;Hoofdstuk 3 : Numerieke oplossing van gewone differentiaalvergelijkingen;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen
4;hwis2;2002;0;Hoofdstuk 4 : Fourier- en Fourier-Besselreeksen;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen
5;hwis2;2002;0;Hoofdstuk 5 : Sturm-Liouville problemen ;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen
6;hwis2;2002;0;Hoofdstuk 6 : Tweede orde partie&euml;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen
7;hwis2;2002;0;Hoofdstuk 7 : Numerieke oplossing van partie&euml;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen
8;hwis2;2002;0;Hoofdstuk 8 : Inleiding tot de statistiek;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen
9;hwis2;2002;0;Oefeningen;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen
10;hwis2;2002;0;Maple;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen
11;hwis2;2002;0;Allerlei;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen
1;hwis2;2003;0;Hoofdstuk 1 : Lineaire differentiaalvergelijkingen;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen
2;hwis2;2003;0;Hoofdstuk 2 : Niet-lineaire differentiaalvergelijkingen van eerste orde;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen
3;hwis2;2003;0;Hoofdstuk 3 : Numerieke oplossing van gewone differentiaalvergelijkingen;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen
4;hwis2;2003;0;Hoofdstuk 4 : Fourier- en Fourier-Besselreeksen;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen
5;hwis2;2003;0;Hoofdstuk 5 : Sturm-Liouville problemen ;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen
6;hwis2;2003;0;Hoofdstuk 6 : Tweede orde partie&euml;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen
7;hwis2;2003;0;Hoofdstuk 7 : Numerieke oplossing van partie&euml;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen
8;hwis2;2003;0;Hoofdstuk 8 : Inleiding tot de statistiek;WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen
